IssuerOrgName,IssuerComName,IssuerCountry,SubjectCountry,SubjectDetails,SubjectAltNames,SubjectValidity,Malicious
Amazon,Amazon RSA 2048 M02,US,None,0,2,128,0
Let's Encrypt,R3,US,None,0,50,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,3,379,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,278,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2023 Q1,BE,None,0,67,180,0
Internet2,InCommon RSA Server CA,US,US,2,0,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,2,366,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,50,90,0
Let's Encrypt,R3,US,None,0,48,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,90,0
QuoVadis Trustlink B.V.,QuoVadis Europe SSL CA G2,NL,NL,3,7,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,BE,None,0,0,397,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,2,366,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,2,366,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,2,366,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,395,0
Let's Encrypt,R3,US,None,0,3,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
DigiCert Inc,Encryption Everywhere DV TLS CA - G1,US,None,0,0,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,2,366,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,24,368,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,2,366,0
Let's Encrypt,R3,US,None,0,0,90,0
"Entrust, Inc.",Entrust Certification Authority - L1K,US,US,3,0,391,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,2,366,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,396,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,180,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Internet2,InCommon RSA Server CA,US,US,3,0,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,2,366,0
Let's Encrypt,R3,US,None,0,0,90,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q3,BE,None,0,0,397,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,364,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,2,90,0
Let's Encrypt,R3,US,None,0,4,90,0
Google Trust Services LLC,GTS CA 1D4,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,10,364,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,2,366,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,354,0
DigiCert Inc,DigiCert TLS Hybrid ECC SHA384 2020 CA1,US,US,3,39,386,0
Amazon,Amazon RSA 2048 M02,US,None,0,14,124,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,1,364,0
DigiCert Inc,Thawte TLS RSA CA G1,US,CH,2,0,393,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,394,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
COMODO CA Limited,COMODO RSA Organization Validation Secure Server CA,GB,US,3,0,365,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,367,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,12,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Let's Encrypt,R3,US,None,0,0,90,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,381,0
DigiCert Inc,DigiCert TLS Hybrid ECC SHA384 2020 CA1,US,AU,3,0,396,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
DigiCert Inc,DigiCert SHA2 Secure Server CA,US,US,3,109,181,0
DigiCert Inc,Encryption Everywhere DV TLS CA - G1,US,None,0,0,364,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,395,0
Microsoft Corporation,Microsoft RSA TLS CA 01,US,None,0,0,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,366,0
Let's Encrypt,R3,US,None,0,47,90,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q4,BE,None,0,17,397,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,146,0
Let's Encrypt,R3,US,None,0,4,90,0
DigiCert Inc,DigiCert TLS Hybrid ECC SHA384 2020 CA1,US,US,3,39,386,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,84,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,2,84,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,1,118,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Amazon,Amazon RSA 2048 M02,US,None,0,9,153,0
DigiCert Inc,Encryption Everywhere DV TLS CA - G1,US,None,0,0,364,0
GlobalSign nv-sa,GlobalSign GCC R3 DV TLS CA 2020,BE,None,0,0,397,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,176,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,126,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,272,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,8,90,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,9,84,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
DigiCert Inc,Thawte RSA CA 2018,US,None,0,0,396,0
Let's Encrypt,E1,US,None,0,0,90,0
DigiCert Inc,Thawte RSA CA 2018,US,None,0,0,389,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,366,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,349,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,396,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
home.pl S.A.,Certyfikat SSL,PL,None,0,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,389,0
Apple Inc.,Apple Public Server RSA CA 12 - G1,US,US,2,4,395,0
Internet2,InCommon RSA Server CA,US,US,3,0,365,0
Let's Encrypt,R3,US,None,0,1,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,26,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Internet2,InCommon RSA Server CA,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,9,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,364,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,182,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Internet2,InCommon RSA Server CA,US,US,3,0,396,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,42,367,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,343,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
Let's Encrypt,R3,US,None,0,4,90,0
Amazon,Amazon RSA 2048 M02,US,None,0,2,216,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,2,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Microsoft Corporation,Microsoft RSA TLS CA 01,US,None,0,0,365,0
Let's Encrypt,R3,US,None,0,12,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,268,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,6,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1D4,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"DigiCert, Inc.",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,US,None,0,6,364,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,E1,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,166,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Corporation Service Company,Trusted Secure Certificate Authority 5,US,DE,2,0,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,E1,US,None,0,1,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,HK,2,0,396,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Internet2,InCommon RSA Server CA,US,US,2,0,396,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,167,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,GeoTrust RSA CA 2018,US,US,3,12,367,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,5,86,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
DigiCert Inc,GeoTrust RSA CA 2018,US,US,3,0,367,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,84,395,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,US,None,0,0,386,0
Amazon,Amazon RSA 2048 M01,US,None,0,2,365,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,380,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,250,0
Gandi,Gandi Standard SSL CA 2,FR,None,0,0,336,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,205,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,Thawte RSA CA 2018,US,None,0,0,365,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,166,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q3,BE,None,0,14,397,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,369,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,6,90,0
Let's Encrypt,R3,US,None,0,1,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
DigiCert Inc,DigiCert Global CA G2,US,None,0,37,364,0
Let's Encrypt,R3,US,None,0,9,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,FR,3,22,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,29,368,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Let's Encrypt,R3,US,None,0,2,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,GB,2,0,377,0
ZeroSSL,ZeroSSL RSA Domain Secure Site CA,AT,None,0,0,365,0
Amazon,Amazon RSA 2048 M02,US,None,0,2,105,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Sectigo Limited,Sectigo RSA Organization Validation Secure Server CA,GB,ME,2,0,396,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,390,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,DK,2,28,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"DigiCert, Inc.",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,US,None,0,0,378,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Google Trust Services LLC,GTS CA 1D4,US,None,0,5,90,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert SHA2 Secure Server CA,US,US,3,109,181,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,366,0
DigiCert Inc,DigiCert SHA2 Secure Server CA,US,US,3,19,181,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,32,365,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,336,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,364,0
DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,US,US,7,0,366,0
Let's Encrypt,E1,US,None,0,0,90,0
Microsoft Corporation,Microsoft Azure TLS Issuing CA 05,US,US,3,0,360,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Starfield Technologies, Inc.",Starfield Secure Certificate Authority - G2,US,None,0,0,365,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,7,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,364,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,7,90,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,397,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,9,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
"Entrust, Inc.",Entrust Certification Authority - L1K,US,CA,3,0,383,0
DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,US,US,7,70,396,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q4,BE,None,0,0,397,0
Amazon,Amazon RSA 2048 M02,US,None,0,8,394,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Internet2,InCommon ECC Server CA,US,US,2,47,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,94,331,0
Let's Encrypt,R3,US,None,0,0,90,0
Network Solutions L.L.C.,Network Solutions DV Server CA 2,US,None,0,0,396,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,325,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,192,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,147,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,11,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,IN,3,96,366,0
Let's Encrypt,R3,US,None,0,2,90,0
